Customer_ID,Age,Gender,Employment_Status,Annual_Income,Dependents,Policy_Type,Policy_Duration,Premium_Amount,Coverage_Amount,Claim_Amount,Past_Claims,Time_Since_Last_Claim,Documents_Submitted,Fraud_Risk,Claim_Approval
5688,57,Female,Unemployed,189260,1,Health,13,6593,174178,96227,2,6,9,Low,1
5689,61,Male,Unemployed,53375,3,Auto,7,18502,121652,6880,8,101,3,Low,1
5690,40,Female,Unemployed,91210,0,Life,13,17477,136175,75381,2,77,5,Low,1
5691,57,Female,Employed,173344,2,Auto,7,2570,134843,54594,6,89,8,Low,1
5692,28,Male,Employed,172788,2,Property,8,1147,311114,29117,6,17,5,Low,1
5693,63,Female,Employed,109276,2,Property,18,1829,217723,6413,4,81,7,Low,1
5694,25,Female,Unemployed,108706,3,Health,17,18307,343019,95086,5,5,6,Medium,1
5695,46,Female,Employed,186234,3,Property,16,15436,77944,8656,0,108,8,High,0
5696,47,Male,Unemployed,93606,3,Auto,17,7525,414241,53761,2,42,6,Low,1
5697,27,Female,Employed,180544,0,Property,8,1734,409384,13337,2,88,7,Low,1
5698,56,Female,Unemployed,139837,4,Life,7,18340,290457,99985,1,56,8,Low,1
5699,45,Female,Self-Employed,128343,3,Health,18,5979,159956,2118,0,40,5,Low,1
5700,66,Female,Employed,81401,3,Health,4,3330,295902,13506,8,75,8,High,0
5701,53,Female,Unemployed,78835,2,Life,2,9764,233256,54900,3,50,2,Low,0
5702,30,Male,Self-Employed,76936,1,Life,16,8254,150371,56007,7,60,6,Medium,1
5703,49,Male,Self-Employed,182590,1,Health,18,7379,159751,88204,6,93,6,Low,1
5704,53,Female,Retired,147446,0,Life,8,7673,82951,33743,5,18,7,Low,1
5705,54,Female,Employed,178385,1,Property,14,17962,475970,35668,0,20,7,Low,1
5706,43,Male,Unemployed,148344,4,Property,18,13638,475844,34850,2,79,4,Medium,1
5707,39,Female,Retired,36110,2,Property,19,14787,314649,91553,4,34,9,High,0
5708,21,Female,Employed,185888,0,Property,4,5118,290752,78583,0,70,3,Low,1
5709,48,Female,Self-Employed,81549,1,Auto,14,5995,409484,21167,0,53,9,Low,1
5710,35,Female,Employed,150834,1,Auto,2,13885,34741,52793,9,105,9,Low,0
5711,55,Female,Unemployed,48530,2,Auto,17,5414,349291,27458,8,82,3,Medium,1
5712,41,Female,Self-Employed,20893,0,Auto,6,16971,198541,19184,0,101,3,Low,1
5713,40,Female,Retired,148745,2,Property,8,17972,308352,45123,3,25,1,Low,0
5714,39,Female,Employed,143967,0,Property,16,14084,92801,20733,7,40,7,Low,1
5715,19,Male,Employed,114260,1,Life,1,17537,212541,74525,8,81,8,Low,1
5716,48,Male,Retired,46885,2,Auto,18,19993,17414,71549,5,11,7,Low,0
5717,28,Female,Employed,64560,2,Auto,3,18281,14165,10200,7,4,7,Low,1
5718,45,Female,Employed,33613,4,Health,18,2927,212745,59381,5,25,5,Medium,1
5719,63,Female,Employed,157159,2,Life,10,2584,370970,47017,7,4,7,Low,1
5720,49,Female,Self-Employed,186773,0,Property,2,9430,303970,50585,6,37,4,Low,1
5721,22,Male,Self-Employed,38665,4,Life,19,3499,314527,91588,8,81,1,Low,0
5722,55,Male,Unemployed,126568,2,Life,11,2966,119215,44744,8,5,4,Low,1
5723,27,Male,Employed,49622,2,Health,19,17764,248977,29911,1,0,4,Low,1
5724,57,Male,Unemployed,115834,4,Health,3,11047,483062,82259,4,74,4,Low,1
5725,63,Female,Self-Employed,61989,1,Life,10,14312,78665,86853,1,79,6,Low,0
5726,41,Female,Employed,64741,2,Auto,16,7095,455913,99285,5,89,1,Low,0
5727,52,Female,Unemployed,40163,3,Property,3,5536,131684,56696,3,38,4,Low,1
5728,61,Male,Employed,91637,1,Health,19,9131,422581,90856,7,48,1,Medium,0
5729,65,Female,Employed,79175,2,Health,7,18930,373598,53462,9,81,1,Low,0
5730,40,Female,Retired,53546,1,Property,17,2694,163784,53715,3,99,5,Low,1
5731,34,Male,Unemployed,154547,0,Health,8,16465,154460,30200,5,36,9,Medium,1
5732,18,Male,Self-Employed,90259,1,Life,3,7013,174934,77808,0,89,9,Low,1
5733,48,Male,Unemployed,34890,4,Property,7,1393,27523,17767,3,96,1,Low,0
5734,48,Male,Unemployed,174342,2,Auto,10,7900,431048,83782,3,0,6,Low,1
5735,59,Male,Unemployed,26713,1,Health,19,17543,82002,58611,5,90,9,Low,1
5736,59,Female,Retired,113389,3,Health,15,623,18206,47713,7,36,1,Low,0
5737,51,Female,Employed,85317,0,Life,15,17131,156259,78676,3,85,2,Low,0
5738,26,Male,Self-Employed,102979,0,Auto,5,1905,49353,76073,3,18,3,Low,0
5739,39,Female,Retired,141061,1,Health,3,7603,175378,97245,2,76,5,Low,1
5740,30,Female,Self-Employed,150742,4,Property,3,18013,47945,45580,7,36,8,High,0
5741,42,Female,Retired,193329,0,Property,4,11621,344222,49948,5,113,3,Low,1
5742,65,Female,Employed,135039,1,Life,15,3027,260555,33424,3,55,7,Low,1
5743,35,Male,Self-Employed,66492,1,Life,16,16837,383506,40757,4,66,1,High,0
5744,68,Female,Unemployed,129718,0,Health,5,17352,410795,96724,1,90,5,Low,1
5745,29,Female,Retired,166467,1,Life,8,7009,36286,15595,8,34,2,Low,0
5746,57,Female,Self-Employed,92005,1,Property,10,7401,184656,24431,7,72,5,Low,1
5747,34,Male,Employed,45040,3,Life,2,11518,249028,96574,1,83,5,Low,1
5748,32,Female,Self-Employed,129009,1,Property,14,5521,211619,71214,7,25,6,Low,1
5749,59,Male,Retired,88702,1,Health,5,18802,351002,62968,5,45,5,Low,1
5750,32,Male,Employed,41637,4,Property,7,9030,44584,45949,0,34,1,Low,0
5751,32,Male,Unemployed,87745,0,Life,11,4197,233422,41037,9,84,2,Medium,0
5752,56,Male,Retired,159819,4,Property,3,14929,212243,12481,3,95,7,Medium,1
5753,30,Female,Retired,171322,2,Property,12,4333,279138,23407,4,21,3,Low,1
5754,34,Male,Employed,110467,4,Auto,14,4950,300357,37135,1,13,8,High,0
5755,49,Male,Retired,131855,2,Auto,1,10744,245579,45135,9,28,2,Low,0
5756,26,Male,Self-Employed,74040,2,Health,16,17129,341931,79980,4,57,3,Low,1
5757,57,Male,Unemployed,127518,4,Property,15,15597,316313,73763,0,30,7,Low,1
5758,37,Male,Self-Employed,182377,3,Property,1,7536,252682,29794,1,16,1,Low,0
5759,43,Female,Employed,103110,4,Property,13,9135,114916,88971,0,22,5,Medium,1
5760,44,Male,Retired,116395,0,Auto,15,8978,445875,43331,1,58,7,Low,1
5761,38,Female,Unemployed,161168,4,Property,17,12300,89439,29284,1,35,1,Low,0
5762,35,Female,Employed,95764,3,Auto,9,16729,488112,66000,6,88,1,Low,0
5763,30,Male,Self-Employed,160290,4,Health,5,7339,362570,25229,6,81,4,Medium,1
5764,33,Female,Retired,110367,3,Property,12,9540,433090,28586,6,58,7,Low,1
5765,26,Female,Retired,104338,0,Property,17,834,56125,48135,1,79,1,Medium,0
5766,29,Female,Employed,198453,1,Life,11,17770,316572,13461,2,1,6,Low,1
5767,61,Male,Self-Employed,170407,3,Auto,11,17758,64015,35654,1,89,4,Medium,1
5768,55,Male,Retired,197933,3,Life,8,3066,468076,76244,4,97,5,Low,1
5769,36,Male,Self-Employed,49907,3,Health,15,12378,130963,8704,2,11,2,Low,0
5770,24,Male,Unemployed,59387,0,Auto,2,1830,325049,53031,9,111,2,High,0
5771,52,Male,Retired,94655,2,Property,10,10892,241834,17544,5,9,9,Medium,1
5772,65,Male,Unemployed,77407,3,Property,14,2273,485271,77590,5,92,6,Low,1
5773,35,Male,Retired,155627,0,Property,5,4253,72056,9516,4,119,3,Low,1
5774,33,Female,Employed,66095,1,Property,17,5006,256573,50789,1,1,2,Low,0
5775,56,Female,Retired,21042,3,Health,18,1944,21143,91396,7,15,9,Low,0
5776,21,Male,Retired,123748,2,Property,19,15146,61160,95394,5,35,7,Low,0
5777,42,Female,Self-Employed,24188,0,Property,7,7130,257833,3042,1,105,9,Low,1
5778,49,Male,Self-Employed,98596,1,Property,18,1067,278800,98438,0,48,8,Low,1
5779,57,Male,Unemployed,161305,2,Life,12,5264,499962,61953,5,35,8,Low,1
5780,30,Male,Unemployed,23088,1,Health,15,6307,370303,47654,1,85,5,Low,1
5781,62,Female,Unemployed,21646,2,Auto,14,545,492272,24993,3,5,7,High,0
5782,34,Male,Retired,164199,4,Health,10,11544,330253,50236,3,98,5,Medium,1
5783,66,Male,Retired,183687,4,Health,17,19690,456162,83657,8,104,7,Low,1
5784,54,Male,Unemployed,35453,4,Health,1,10230,16076,71320,9,100,6,Low,0
5785,23,Male,Employed,72233,1,Property,4,19667,88291,66472,9,94,4,Low,1
5786,36,Female,Employed,185587,4,Life,9,17644,78305,63778,6,104,7,High,0
5787,30,Male,Retired,103087,0,Life,4,14026,374121,31141,8,108,6,Low,1
5788,43,Female,Employed,81993,0,Life,19,6720,269110,33707,5,1,7,Low,1
5789,31,Female,Employed,106392,4,Life,5,6628,266904,40150,0,98,1,Low,0
5790,48,Male,Unemployed,142349,2,Auto,18,18396,300842,45078,9,27,9,Low,1
5791,21,Male,Employed,173260,2,Life,15,5850,51157,63741,7,6,8,Low,0
5792,56,Female,Employed,86019,1,Property,8,14885,418467,35255,3,20,3,Medium,1
5793,25,Female,Retired,20451,2,Property,2,1160,477941,37204,9,61,1,Low,0
5794,42,Female,Retired,155141,3,Life,13,6750,259792,18087,7,107,2,Medium,0
5795,30,Female,Retired,84274,2,Auto,13,17581,221685,21653,2,88,6,Low,1
5796,49,Male,Employed,164458,0,Life,14,8466,222495,8098,5,81,7,Low,1
5797,55,Female,Unemployed,158279,2,Property,15,15333,122579,32391,3,40,2,Low,0
5798,55,Female,Self-Employed,189511,1,Property,12,9722,257106,65353,9,108,8,Low,1
5799,45,Female,Retired,38157,2,Property,5,17708,24357,34492,3,42,6,High,0
5800,47,Female,Retired,94726,1,Health,3,1478,318296,33858,1,76,5,Low,1
5801,20,Male,Retired,125716,3,Property,18,5961,273863,19153,3,7,5,Low,1
5802,45,Male,Unemployed,192429,4,Life,3,13099,38535,99980,0,116,6,Low,0
5803,20,Male,Self-Employed,166001,3,Property,14,12488,329928,59690,0,110,1,Medium,0
5804,62,Female,Self-Employed,124636,0,Auto,2,2224,331461,56722,4,13,3,Low,1
5805,51,Female,Retired,199819,3,Health,18,6720,313495,37972,0,80,7,High,0
5806,33,Male,Employed,27913,3,Auto,13,13753,265622,89609,2,76,6,Low,1
5807,39,Male,Retired,46727,0,Property,2,2831,183387,71332,2,10,7,Medium,1
5808,49,Female,Retired,153018,0,Health,12,16531,399120,85294,9,9,2,Medium,0
5809,55,Male,Employed,81061,4,Health,2,15317,303301,5780,3,80,6,Low,1
5810,25,Female,Employed,133388,4,Health,8,4329,96923,9872,0,28,5,Medium,1
5811,25,Female,Retired,87957,2,Property,5,7251,176095,2291,6,107,3,Low,1
5812,23,Female,Unemployed,105839,1,Auto,11,2615,153373,95478,3,54,2,Low,0
5813,31,Female,Unemployed,125649,0,Property,13,2625,277485,52837,6,1,5,Low,1
5814,49,Female,Employed,170539,3,Health,17,3717,470778,10974,4,0,7,Medium,1
5815,52,Female,Retired,175576,3,Property,16,8766,342019,28127,0,46,6,Low,1
5816,27,Male,Unemployed,21844,4,Health,19,9205,259490,52471,3,90,3,Medium,1
5817,20,Male,Retired,54572,1,Health,15,8336,76834,87274,4,82,6,Medium,0
5818,29,Male,Retired,174047,0,Health,18,13898,175452,40834,3,17,9,Low,1
5819,66,Female,Retired,39449,4,Property,6,14388,305019,74965,6,34,3,Medium,1
5820,48,Male,Unemployed,130137,1,Property,4,13853,11353,62846,0,72,2,High,0
5821,46,Female,Self-Employed,39459,0,Health,4,4729,372094,50056,8,61,9,Low,1
5822,22,Female,Retired,169676,3,Life,13,15428,407436,50455,5,24,5,Low,1
5823,69,Female,Unemployed,145298,3,Auto,9,19974,355180,51778,7,85,1,Medium,0
5824,42,Female,Self-Employed,129334,4,Health,10,14687,340700,17087,7,76,1,High,0
5825,58,Male,Employed,80140,1,Health,14,11431,10236,31134,8,106,9,Low,0
5826,48,Male,Unemployed,45362,3,Health,8,11568,74247,35021,4,28,8,Low,1
5827,38,Male,Self-Employed,179015,1,Health,3,18915,373150,17026,7,114,2,Low,0
5828,37,Female,Unemployed,41319,4,Health,9,11883,313312,60694,7,85,1,Low,0
5829,56,Male,Self-Employed,120751,2,Life,1,16757,482382,10118,5,79,9,High,0
5830,39,Male,Self-Employed,158769,1,Property,15,3906,328486,68534,9,18,4,Low,1
5831,21,Male,Unemployed,116896,1,Life,15,12857,263354,10634,7,71,6,High,0
5832,30,Female,Employed,48735,4,Health,7,9125,218905,87179,4,75,4,High,0
5833,62,Male,Retired,51293,2,Health,15,16262,130739,14207,9,116,4,Medium,1
5834,59,Female,Self-Employed,159082,3,Health,7,2129,25103,49272,7,65,8,Low,0
5835,67,Male,Retired,112305,0,Property,13,12425,260814,99092,9,68,9,Low,1
5836,66,Female,Employed,109359,4,Auto,12,16246,62400,85669,2,77,5,Low,0
5837,37,Male,Retired,60727,0,Auto,18,4207,157341,8296,3,79,3,Low,1
5838,69,Male,Retired,124545,2,Life,7,8758,61965,61179,2,114,7,Low,1
5839,30,Male,Unemployed,34787,2,Life,7,9359,206447,40620,4,97,2,Low,0
5840,34,Female,Unemployed,137710,1,Auto,15,12660,438321,62119,4,105,2,Low,0
5841,53,Male,Employed,131489,0,Health,9,17033,114030,67396,4,9,9,Low,1
5842,50,Male,Unemployed,164375,0,Property,6,18016,85558,87853,1,71,6,Low,0
5843,18,Female,Self-Employed,118782,2,Life,9,14240,356015,96153,8,107,9,High,0
5844,32,Female,Employed,73448,0,Property,19,5210,85855,43238,6,24,5,High,0
5845,30,Female,Unemployed,89513,3,Health,16,14429,259561,64028,7,114,1,Medium,0
5846,34,Female,Unemployed,26068,2,Health,16,14630,50656,17864,1,26,2,Low,0
5847,41,Male,Employed,130040,1,Life,1,1039,299891,47700,9,60,3,Low,1
5848,25,Male,Self-Employed,138962,1,Auto,13,2321,49330,15757,9,9,8,Low,1
5849,67,Female,Employed,182299,1,Auto,19,16347,495398,26436,6,35,3,High,0
5850,44,Male,Unemployed,32740,0,Auto,4,15867,58920,58451,2,38,3,Low,1
5851,62,Female,Unemployed,108333,2,Health,19,9166,332244,72356,4,6,7,Medium,1
5852,40,Male,Employed,84745,1,Health,10,19185,461973,63431,6,14,9,Low,1
5853,63,Female,Self-Employed,158863,2,Property,13,19424,313350,16640,8,113,4,Low,1
5854,25,Male,Self-Employed,151557,0,Property,1,11404,228713,60420,9,12,4,Low,1
5855,25,Female,Retired,196120,3,Property,13,3118,203276,68698,0,32,9,Low,1
5856,43,Female,Self-Employed,181767,3,Health,10,7872,57035,50698,5,98,5,Low,1
5857,64,Male,Employed,188513,3,Auto,15,19733,94453,12054,5,65,6,Low,1
5858,30,Male,Self-Employed,20337,0,Health,15,11930,66837,27552,1,103,7,Low,1
5859,56,Male,Self-Employed,150996,1,Property,7,16186,154402,24199,9,10,6,High,0
5860,54,Female,Retired,166164,0,Property,14,15719,431354,36454,8,20,2,Medium,0
5861,66,Male,Self-Employed,76052,2,Property,8,8393,313890,54037,4,77,9,High,0
5862,45,Female,Retired,21471,3,Property,19,15641,490365,57867,8,88,2,Low,0
5863,42,Male,Retired,71194,2,Life,18,6098,90750,52270,3,22,9,Low,1
5864,33,Male,Self-Employed,195460,0,Property,15,11495,105204,9585,4,43,6,Low,1
5865,19,Female,Unemployed,139076,4,Health,9,13065,393574,27413,4,64,5,Low,1
5866,35,Female,Employed,93392,4,Life,12,14002,118939,44616,4,69,8,Medium,1
5867,34,Male,Employed,81088,0,Auto,14,11406,129820,5633,8,35,2,High,0
5868,47,Female,Self-Employed,119909,1,Health,2,13832,272485,47255,0,61,1,Low,0
5869,56,Female,Employed,25664,2,Health,5,17442,235201,50327,7,112,7,Low,1
5870,30,Male,Employed,108859,0,Auto,5,6269,457170,38533,6,81,6,High,0
5871,49,Female,Retired,111991,0,Health,14,2831,115035,5319,0,112,4,Low,1
5872,67,Male,Unemployed,139805,4,Life,4,13531,73204,99787,1,41,4,Low,0
5873,46,Male,Employed,156451,3,Auto,2,7324,498780,72873,0,100,6,Low,1
5874,63,Female,Unemployed,51536,3,Life,1,18608,289574,95332,3,68,7,Medium,1
5875,47,Male,Employed,156063,1,Property,2,18470,207628,95726,9,51,2,Low,0
5876,35,Female,Unemployed,114754,1,Auto,13,5336,122332,75039,8,0,7,Medium,1
5877,30,Male,Unemployed,136134,1,Life,17,10597,302677,6405,0,29,7,Low,1
5878,60,Female,Employed,116649,4,Property,13,16301,59020,33493,2,0,6,High,0
5879,38,Female,Retired,121610,0,Life,17,3292,365567,87745,6,47,3,Low,1
5880,47,Female,Unemployed,113513,1,Life,5,916,470994,71872,3,13,8,Low,1
5881,38,Female,Unemployed,48359,4,Health,8,12305,412118,80264,5,91,1,Low,0
5882,65,Female,Employed,137060,2,Property,12,13953,430852,26769,6,30,8,Medium,1
5883,34,Male,Unemployed,134209,0,Health,9,17687,471309,34285,5,61,7,Low,1
5884,57,Male,Unemployed,38043,2,Property,18,19834,97262,94823,7,86,2,Low,0
5885,36,Female,Retired,108059,3,Property,16,12903,15547,95794,1,105,1,Medium,0
5886,69,Male,Unemployed,29070,3,Health,19,11870,198229,42175,0,30,8,High,0
5887,32,Female,Retired,165205,0,Health,8,2069,188001,3599,6,6,4,Low,1
5888,26,Female,Unemployed,76955,1,Health,7,11941,433366,28319,2,19,9,Low,1
5889,69,Male,Unemployed,48571,0,Property,9,8989,498417,22071,3,83,4,Low,1
5890,27,Male,Retired,178063,1,Property,12,3732,39703,43768,6,30,8,Medium,0
5891,61,Female,Retired,97115,3,Property,14,9473,286337,88847,1,8,8,Low,1
5892,48,Female,Self-Employed,118891,0,Property,10,3532,327655,34895,6,10,1,Medium,0
5893,40,Female,Unemployed,150644,0,Property,16,5007,481323,11747,3,5,5,Low,1
5894,69,Female,Retired,41871,1,Property,2,16861,216316,19745,8,42,4,Low,1
5895,47,Female,Unemployed,157295,3,Life,6,9114,350406,27557,0,58,4,Low,1
5896,50,Female,Unemployed,34197,3,Health,11,9809,122382,83266,2,109,9,Medium,1
5897,69,Male,Unemployed,94923,1,Property,4,5138,16466,24497,7,17,3,Low,0
5898,26,Female,Employed,122657,1,Life,5,8129,97756,40733,6,28,8,Low,1
5899,64,Female,Self-Employed,112438,1,Auto,5,11577,294582,15344,1,0,9,Medium,1
5900,18,Male,Employed,120909,3,Life,17,2765,263600,73498,4,117,8,Low,1
5901,61,Female,Self-Employed,120842,3,Health,5,4148,71041,26225,6,43,4,Low,1
5902,52,Female,Unemployed,99432,0,Auto,11,920,203268,63000,4,32,2,Medium,0
5903,28,Male,Unemployed,61525,3,Property,9,7973,403039,93829,9,66,7,Low,1
5904,51,Female,Retired,36198,2,Health,15,16109,279002,9456,0,37,3,Low,1
5905,33,Male,Self-Employed,185596,2,Auto,3,7072,442540,12437,4,108,6,Low,1
5906,26,Female,Self-Employed,114187,1,Life,16,814,200680,53093,9,100,3,Low,1
5907,49,Male,Employed,118172,1,Auto,9,6733,164768,62119,2,40,4,Low,1
5908,32,Male,Self-Employed,119499,1,Health,6,19370,463540,4810,0,15,2,Low,0
5909,29,Male,Unemployed,169587,0,Auto,9,16711,320917,35842,9,37,5,Medium,1
5910,50,Female,Retired,126313,2,Life,19,18484,328637,45115,3,62,7,Low,1
5911,62,Female,Employed,42027,2,Auto,6,3117,357405,93058,6,98,2,Low,0
5912,31,Male,Retired,33792,3,Life,11,16983,497378,53818,6,89,5,Low,1
5913,25,Male,Self-Employed,101313,2,Auto,2,9503,440756,53529,1,99,6,Low,1
5914,25,Female,Self-Employed,105330,3,Life,18,12224,127617,84754,1,84,6,Low,1
5915,44,Female,Employed,52544,0,Life,7,10113,290170,12304,0,99,2,Medium,0
5916,29,Female,Self-Employed,105263,1,Life,4,4543,134663,93177,1,82,2,Low,0
5917,18,Female,Retired,133329,1,Property,7,11954,171611,93348,8,8,2,Low,0
5918,60,Female,Unemployed,174737,3,Life,17,1513,27236,89263,8,26,3,Medium,0
5919,57,Male,Employed,51126,4,Health,4,4889,406316,16715,6,30,2,High,0
5920,59,Female,Self-Employed,170553,3,Life,13,745,162795,32205,2,14,9,Low,1
5921,68,Male,Retired,119637,0,Property,19,12759,52704,73756,7,95,5,Medium,0
5922,28,Female,Unemployed,147208,2,Property,4,4020,205060,87095,3,28,9,Low,1
5923,56,Male,Self-Employed,43549,3,Health,13,3739,279360,10484,4,8,8,Low,1
5924,60,Male,Employed,56155,0,Life,1,10331,290568,71425,9,43,5,Medium,1
5925,48,Female,Self-Employed,57481,1,Property,2,11340,15121,27223,4,100,7,Low,0
5926,34,Male,Self-Employed,87967,4,Property,7,4095,379349,10817,1,80,2,Low,0
5927,50,Male,Self-Employed,119320,4,Auto,17,15436,119144,56351,8,112,7,Low,1
5928,49,Male,Unemployed,102561,3,Auto,7,8333,271842,29500,5,59,5,Medium,1
5929,46,Male,Unemployed,40446,2,Health,13,10775,10069,9380,5,77,6,Low,1
5930,38,Female,Self-Employed,28507,3,Auto,17,17923,211408,70041,0,38,9,Low,1
5931,38,Male,Self-Employed,145183,4,Life,1,6849,132925,69756,1,50,8,Low,1
5932,57,Female,Employed,53208,4,Auto,2,14305,193358,81135,3,39,2,Low,0
5933,40,Male,Self-Employed,37522,1,Property,6,11413,388486,54984,7,117,6,Medium,1
5934,23,Female,Retired,67402,2,Health,12,9678,131569,81837,7,62,1,Medium,0
5935,39,Female,Retired,176562,2,Auto,13,11162,296548,18087,8,5,8,Medium,1
5936,67,Female,Employed,189083,4,Health,9,17843,354980,16793,0,37,1,Low,0
5937,55,Male,Unemployed,186143,4,Life,17,2752,434427,10601,7,31,2,Low,0
5938,54,Female,Self-Employed,198826,3,Life,18,4752,53504,67375,3,5,4,Medium,0
5939,62,Female,Employed,65102,3,Auto,8,798,273194,19949,4,114,2,Low,0
5940,68,Male,Unemployed,34040,1,Auto,8,16902,27598,67069,9,53,5,Low,0
5941,25,Female,Employed,124254,4,Auto,11,10214,11814,13760,4,50,7,Medium,0
5942,58,Male,Unemployed,158118,3,Property,8,16149,373747,49813,6,116,7,Low,1
5943,66,Male,Self-Employed,190446,1,Life,18,17508,31347,46662,2,95,5,Low,0
5944,52,Female,Employed,56189,2,Property,18,19300,129007,97956,4,112,3,Low,1
5945,68,Male,Self-Employed,131738,4,Auto,13,18036,267318,80778,6,97,5,Medium,1
5946,28,Male,Employed,103998,0,Life,1,1798,338761,2341,5,33,4,High,0
5947,41,Male,Unemployed,106070,4,Property,15,17259,246173,60972,1,75,6,Low,1
5948,66,Female,Employed,186040,3,Property,6,1882,107941,28192,7,8,1,Low,0
5949,38,Male,Retired,172007,4,Health,6,17735,278816,86615,8,4,1,Low,0
5950,68,Male,Retired,75581,0,Property,13,6100,477868,89728,8,80,8,Low,1
5951,19,Male,Employed,126531,4,Auto,2,9999,358655,4537,8,91,6,Low,1
5952,57,Female,Retired,29009,3,Auto,19,11870,180735,88880,1,113,9,Low,1
5953,36,Male,Self-Employed,198061,2,Property,17,14624,64309,24413,9,60,1,Medium,0
5954,56,Female,Retired,197948,3,Health,1,9174,263785,34440,2,85,7,Low,1
5955,45,Male,Retired,187796,1,Health,14,16091,353838,83282,3,5,1,Low,0
5956,34,Female,Self-Employed,130847,3,Health,16,5663,455537,4079,1,49,7,Low,1
5957,23,Female,Self-Employed,71377,1,Property,15,9610,356169,35151,5,31,7,Low,1
5958,36,Female,Unemployed,88861,4,Property,9,19412,191594,57951,6,18,8,Low,1
5959,55,Male,Self-Employed,159771,1,Health,19,19249,338208,56612,8,115,5,Low,1
5960,45,Male,Employed,154817,4,Property,8,10882,100646,32111,0,57,8,Medium,1
5961,19,Male,Retired,130612,1,Life,15,8595,30961,36055,6,47,5,Low,0
5962,55,Female,Unemployed,64837,3,Auto,10,16586,29153,67164,4,108,9,Medium,0
5963,54,Male,Self-Employed,181866,0,Property,2,14023,346084,95234,2,16,8,Low,1
5964,68,Male,Retired,172270,4,Life,18,6418,77731,8477,4,59,7,Low,1
5965,69,Female,Employed,140791,1,Property,2,14638,256879,32618,5,9,7,Low,1
5966,21,Male,Employed,164561,0,Life,12,2234,334043,65288,3,78,3,Medium,1
5967,39,Male,Unemployed,70557,1,Health,10,2036,426003,33478,9,49,6,Low,1
5968,43,Female,Employed,42474,1,Auto,12,10241,259928,25731,8,102,6,Low,1
5969,66,Female,Retired,76439,1,Property,7,1745,161882,87228,0,37,5,Low,1
5970,60,Male,Self-Employed,88213,3,Life,2,3033,46912,93339,9,111,2,High,0
5971,53,Female,Employed,75296,1,Life,1,18698,259053,36612,5,84,7,Low,1
5972,30,Male,Self-Employed,185584,0,Health,2,4026,492668,44100,9,39,5,Low,1
5973,69,Male,Retired,96711,1,Auto,17,9823,178440,37028,1,2,2,Low,0
5974,49,Male,Retired,127727,2,Auto,8,13157,73519,69851,6,93,4,Low,1
5975,34,Male,Self-Employed,21177,4,Auto,12,15465,102699,98084,8,78,1,Medium,0
5976,58,Male,Retired,20761,3,Life,2,16368,242242,95869,5,90,8,High,0
5977,53,Female,Unemployed,26458,2,Property,9,18657,108983,4783,9,30,5,Low,1
5978,63,Female,Employed,74775,2,Property,17,13141,294708,91156,8,15,8,Low,1
5979,36,Male,Unemployed,171182,0,Health,17,11696,348665,83512,7,27,1,Low,0
5980,52,Female,Unemployed,113789,0,Auto,10,18464,90878,24254,4,44,8,Low,1
5981,63,Female,Unemployed,146048,3,Property,13,10353,420802,60110,7,103,5,Low,1
5982,57,Male,Self-Employed,138249,3,Life,5,10362,477000,68534,4,36,7,Low,1
5983,45,Female,Self-Employed,48433,4,Life,14,16172,427512,57024,7,42,3,Low,1
5984,18,Female,Retired,92715,1,Auto,14,8678,329823,92471,6,72,3,Low,1
5985,59,Male,Self-Employed,34849,3,Health,15,1587,184575,36824,4,72,9,Low,1
5986,35,Male,Retired,89980,3,Health,5,15093,43351,76695,7,75,7,High,0
5987,65,Male,Self-Employed,88500,1,Auto,6,3989,200658,88185,5,27,6,High,0
5988,57,Male,Retired,193062,4,Life,9,13069,194322,45703,6,70,4,Low,1
5989,50,Male,Employed,79891,0,Health,9,8511,135129,79701,4,59,5,Low,1
5990,29,Male,Retired,79866,4,Life,4,3100,439246,59533,7,63,8,Low,1
5991,25,Male,Employed,191064,1,Life,1,2989,249499,29724,7,59,1,Low,0
5992,41,Female,Retired,143469,0,Property,15,7009,391134,50294,0,98,2,Low,0
5993,33,Male,Self-Employed,96008,0,Health,14,15190,342910,62305,7,35,3,Low,1
5994,67,Female,Self-Employed,23101,0,Life,1,12073,255082,27416,9,46,5,High,0
5995,21,Female,Employed,46990,4,Property,6,17699,66825,29358,7,37,8,Low,1
5996,55,Male,Unemployed,89214,1,Life,8,13785,78146,40615,6,64,5,Low,1
5997,61,Female,Unemployed,54611,4,Auto,3,8530,283133,79994,5,33,5,Low,1
5998,44,Female,Retired,116265,4,Health,17,7757,150170,57612,9,21,6,Low,1
5999,26,Female,Self-Employed,35958,2,Life,5,12347,373653,46187,2,93,9,Low,1
6000,64,Male,Unemployed,109786,3,Health,18,1978,52891,24110,6,83,9,Low,1
6001,33,Female,Self-Employed,87002,4,Property,7,4984,77537,43892,3,50,9,Low,1
6002,29,Female,Self-Employed,69887,2,Health,17,1831,306216,20646,7,71,5,High,0
6003,48,Male,Self-Employed,20339,1,Life,15,1780,113649,81999,4,44,6,Low,1
6004,41,Female,Retired,130083,2,Health,16,2921,261417,15582,2,70,7,High,0
6005,31,Female,Employed,70528,4,Auto,13,12315,462823,45092,5,1,3,Medium,1
6006,62,Female,Retired,106639,1,Auto,7,2739,476873,56715,5,57,1,Low,0
